price,surface,piece,rooms,bathroom,address,description,more_features_1_dict,more_features_2_dict
1 150 000 DH,91 m²,3 Pièces,2 Chambres,1 Salle de bain,Anfa à Casablanca,"Vente appartement
Surface de 91 m2, bien agencé, emplacement central et stratégique (commodités). 2 chambres, grand salon, hall d'entrée, cuisine, SDB, toilettes, balcon.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n20-30 ans': 'Etat du bien\n20-30 ans', 'Étage du bien\n4ème': 'Étage du bien\n4ème', 'Orientation\nNord': 'Orientation\nNord', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Meublé': 'Meublé', 'Salon Marocain': 'Salon Marocain', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Réfrigérateur': 'Réfrigérateur', 'Four': 'Four', 'Machine à laver': 'Machine à laver', 'Micro-ondes': 'Micro-ondes'}"
2 680 000 DH,145 m²,1 Pièce,3 Chambres,2 Salles de bains,Triangle d'Or à Casablanca,"Appartement à vendre triangle d’or bourgogne 145m
Appartement à vendre triangle d’or bourgogne 145m
3 chambre
2 salles de bain
1 cours
1 salon
1 place garage
ascenseur","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n20-30 ans': 'Etat du bien\n20-30 ans', 'Étage du bien\n1er': 'Étage du bien\n1er', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge'}"
11 000 000 DH,491 m²,8 Pièces,4 Chambres,3 Salles de bains,Ain Diab Extension à Casablanca,"Superbe ville avec vue océan en résidence fermée
VENTE D'UNE RARE VILLA JUMELÉE VUE OCÉAN - 491 M² DE TERRAIN - RÉSIDENCE FERMÉE PREMIUM AVEC PISCINE & SOLARIUM - 4 CHAMBRES - 11.000.000 DHS

Sur la colline d'Ain Diab, au coeur d’une résidence fermée de prestige, vente d’une rare villa jumelée de 490 m² construits (en R1 et sous-sol partiel) sise sur un terrain de 491 m².

RDC
- entrée
- double réception avec cheminée ouvrant sur terrasse et jardin
- séjour indépendant
- grande cuisine avec accès jardin
- chambre de personnel
- terrasse & jardin

1er ÉTAGE
- 1 suite parentale avec salle d’eau, dressing et terrasse vue Océan
- 1 suite junior avec salle d’eau et placards
- 2 belles chambres avec placards
- 1 salle de bain commune

NIVEAU BAS
- espaces de rangement
- ⁠parking 3 voitures

PRIX DE VENTE: 11.000.000 DHS
Honoraires: 2% TVA","{'Type de bien\nVilla': 'Type de bien\nVilla', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Vue sur mer': 'Vue sur mer', 'Piscine': 'Piscine', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Cheminée': 'Cheminée', 'Climatisation': 'Climatisation', 'Cuisine équipée': 'Cuisine équipée'}"
8 000 000 DH,368 m²,6 Pièces,3 Chambres,2 Salles de bains,Ain Diab Extension à Casablanca,"Sublime penthouse avec vue ocean & jacuzzi
AIN DIAB CASABLANCA - EXCLUSIVITÉ YAKEEY - VENTE D’UN MAGNIFIQUE PENTHOUSE / TRIPLEX DE 368 M² - ROOF TOP AVEC JACUZZI & VUE OCÉAN - 3 CHAMBRES PERSONNEL - 8.000.000 DHS

Au coeur de Ain Diab Extension, dans une résidence contemporaine de prestige, vente d’un exceptionnel Penthouse / Triplex de 368m² avec terrasse et roof top vue Océan.

1er NIVEAU
•⁠ ⁠palier
•⁠ ⁠1 suite parentale avec dressing et salle de bain
•⁠ ⁠2 chambres avec placard et salle de bain

2ème NIVEAU
•⁠ ⁠entrée
•⁠ ⁠triple réception avec cheminée ouvrant sur terrasse vue Océan
•⁠ ⁠superbe cuisine avec îlot central
•⁠ ⁠sanitaire de réception

ROOF TOP
•⁠ ⁠salon & bar panoramique
•⁠ ⁠terrasse avec jacuzzi, vue Océan
•⁠ ⁠chambre de personnel avec salle de bain

PARKING & BOX
•⁠ ⁠2 places de parking & box titrés

PRIX DE VENTE: 8.000.000 DHS
Honoraires: 2 % plus TVA (20%)","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n1-5 ans': 'Etat du bien\n1-5 ans', 'Étage du bien\n3ème': 'Étage du bien\n3ème', 'Orientation\nOuest': 'Orientation\nOuest', 'Type du sol\nParquet': 'Type du sol\nParquet'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Vue sur mer': 'Vue sur mer', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Façade extérieure': 'Façade extérieure', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Cheminée': 'Cheminée', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée', 'Réfrigérateur': 'Réfrigérateur', 'Four': 'Four', 'Machine à laver': 'Machine à laver', 'Micro-ondes': 'Micro-ondes'}"
1 760 000 DH,100 m²,3 Pièces,2 Chambres,2 Salles de bains,Ferme Bretonne (Hay Arraha) à Casablanca,"Bel appartement d'angle en dernier étage
FERME BRETONNE CASABLANCA - VENTE D’UN TRÈS BEL APPARTEMENT D'ANGLE DE 100 M2 - DERNIER ÉTAGE AVEC VUE DÉGAGÉE - PARKING - 1.760.000 DHS

Au coeur du quartier de la Ferme Bretonne, à proximité immédiate du CAF, de CFC et de toutes les commodités, en dernier étage d’un immeuble contemporain (2016) parfaitement entretenu, vente d’un très bel appartement d'angle de 100 m2, très lumineux et jouissant d'une vue dégagée.

•⁠ entrée
•⁠ ⁠grand salon parfaitement exposé
•⁠ grande ⁠cuisine avec balcon
•⁠ ⁠⁠vaste suite parentale avec salle d’eau (douche), et nombreux rangements
•⁠ ⁠seconde chambre / bureau avec balcon
•⁠ ⁠seconde salle d’eau (douche)
•⁠ ⁠1 place de parking
•⁠ ⁠sécurité 24h/24

Prix de vente : 1.760.000 DHS
Honoraires: 2.5% plus TVA (20%)","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n5-10 ans': 'Etat du bien\n5-10 ans', 'Étage du bien\n4ème': 'Étage du bien\n4ème', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}"
27 750 000 DH,1234 m²,,,,Californie à Casablanca,"Superbe terrain commercial sur boulevard
TERRAIN COMMERCIAL PRIME - ROUTE DE LA MECQUE CALIFORNIE CASABLANCA - EXCLUSIVITÉ YAKEEY - VENTE D'UN MAGNIFIQUE TERRAIN DE 1.234 M² - POUR PROJET COMMERCIAL / PROFESSIONNEL - 27.750.000 DHS

Bd de la Mecque, à 200 mètres de Sport Plazza, vente d'un magnifique terrain (villa à démolir), grande façade, excellente visibilité.
PROJET COMMERCIAL / PROFESSIONNEL

- CUS: 50%
- FAÇADE: 28 M
- R2
- 2 NIVEAUX DE SOUS-SOL

PRIX DE VENTE: 27.750.000 DHS
Honoraires: 2.5% TVA (20%)",{'Type de bien\nTerrain': 'Type de bien\nTerrain'},{}
1 990 000 DH,129 m²,4 Pièces,3 Chambres,2 Salles de bains,Les princesses à Casablanca,"Superbe appartement résidence fermée top état
LES PRINCESSES CASABLANCA - EXCLUSIVITÉ YAKEEY - VENTE D'UN TRÈS BEL APPARTEMENT DE 129 M² RÉCEMMENT REFAIT - 3 CHAMBRES - PARKING - PLEIN SUD - 1.990.000 DHS

Au coeur du très apprécié quartier Les Princesses, en 1er étage d'un immeuble parfaitement entretenu, vente d'un très bel appartement de 117 m² habitables récemment rénové (plus 12 m² de parking).
Excellente exposition (plein sud).

- entrée
- double réception
- espace salle à manger
- belle cuisine contemporaine avec buanderie
- 1 suite parentale avec dressing, placards et salle de bain
- 2 chambres (dont une avec balcon)
- 2nde salle d'eau
- sanitaire de réception
- 1 place de parking titrée
- gardiennage 24/24

PRIX DE VENTE: 1.990.000 DHS
Honoraires: 2% plus TVA (20%)","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n5-10 ans': 'Etat du bien\n5-10 ans', 'Étage du bien\n1er': 'Étage du bien\n1er', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Cuisine équipée': 'Cuisine équipée'}"
1 350 000 DH,108 m²,4 Pièces,2 Chambres,1 Salle de bain,Les Hôpitaux à Casablanca,"Joli appartement à vendre à 2Mars
Century 21 Anfa vous propose un très joli appartement à vendre à 2 Mars.

Un appartement de 108m, très bien situé au 5ème étage d'un immeuble sécurisé et calme.

L'appartement se compose de deux chambres, un salon, une réception, une salle de bain, une grande cuisine et une place au garage.

Pour plus d'informations veillez nous contacter.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n5-10 ans': 'Etat du bien\n5-10 ans', 'Étage du bien\n5ème': 'Étage du bien\n5ème', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nParquet': 'Type du sol\nParquet'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}"
330 000 DH,40 m²,3 Pièces,3 Chambres,1 Salle de bain,Derb Lahjar à Casablanca,"Vend appartement à Derb Lahjar. Surface totale 40 m².
Faites une belle affaire en achetant cet appartement. Prix 330 000 DH. 3 pièces, 1 salle de bains, surface 40 m². 3 chambres. 1er étage. Moins de 10 ans. Type de sol: Carrelage.

Cet appartement est en vente à Derb Lahjar, Casablanca.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n5-10 ans': 'Etat du bien\n5-10 ans', 'Étage du bien\n1er': 'Étage du bien\n1er', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}",{}
4 200 000 DH,194 m²,1 Salle de bain,,,Racine à Casablanca,"Local à vendre Racine avec contrat de bail 194 m²
ALERTE INVESTISSEMENT !!

HOME FINDER vous propose en exclusivité un local à la vente en plein centre du quartier très demandé de Racine un magnifique local de 194 m² avec comme locataire l'enseigne renommée Carrefour Groupe Labelvie.

Opportunité à saisir rapidement pour un fort rendement locatif annuel.

Nos honoraires hors TVA se déterminent comme suit:

Pour la vente : 2,5 % du montant de la transaction

Pour la location : 1 mois de loyer","{'Type de bien\nLocal commercial': 'Type de bien\nLocal commercial', 'Etat\nBon état': 'Etat\nBon état'}","{'Concierge': 'Concierge', 'Sécurité': 'Sécurité'}"
1 700 000 DH,200 m²,10 Pièces,3 Chambres,3 Salles de bains,Jamila 4 à Casablanca,"### À Vendre: Maison Casablanca Jamila 4 Sbata
### À Vendre : Maison Casablanca Jamila 4

Découvrez cette maison située dans le quartier de Jamila 4 à Casablanca. Idéalement située à proximité de toutes les commodités (bus, busway...), cette propriété offre de nombreuses possibilités tant pour les familles que pour les investisseurs.

#### Description de la propriété :

**Superficie totale : 60 m² par niveau**

**Rez-de-chaussée :**
- Une dépendance comprenant 1 chambre, 1 salon et 1 salle de bain.

**Premier étage : **
- Un appartement comprenant :
- 1 salon
- Un hall accueillant
- 1 chambre
- 1 salle de bain
- 1 cuisine fonctionnelle

**Deuxième étage :**
- Un appartement comprenant :
- 1 salon convivial
- Un hall
- 2 chambres confortables
- 1 salle de bain

**Terrasse :**
- Un espace aménagé comprenant :
- 1 salon intérieur
- 1 cuisine
- 1 salle de bain

#### Caractéristiques supplémentaires :
- Deux façades offrant une luminosité optimale
- Superficie 60 m² par niveau
- Possibilité d'élévation pour ajouter un 3ème étage en procédant à une démolition et reconstruction complète

Cette maison représente une opportunité rare sur le marché, tant pour son potentiel d'extension que pour sa situation idéale. Elle convient parfaitement à une famille à la recherche d'un espace de vie confortable ou à un investisseur souhaitant exploiter le potentiel commercial et locatif de la propriété.

Prix : 1 700 000négociable

Ne manquez pas cette opportunité unique ! Pour toute demande sérieuse, veuillez nous contacter. **Pas sérieux s'abstenir.**","{'Type de bien\nMaison': 'Type de bien\nMaison', 'Etat\nÀ rénover': 'Etat\nÀ rénover'}",{'Terrasse': 'Terrasse'}
13 000 000 DH,681 m²,4 Chambres,,,Anfa à Casablanca,"Exceptionnel art déco anfa
ANFA MANAR Villa d’architecte en excellent état. Ensoleillé et calme Beau terrain avec grande piscine , terrasses , sous sol aménagé. Triple séjour avec jardin d’hiver 3 chambres a l’étage bureaux Au sous sol chambre personnel, gardien Espace atelier avec baie vitrée pouvant servir d’atelier ou guest room Chauffage centrale , cheminées Juste exceptionnel ! A saisir !!! Contact 212662170508ANFA MANAR
Villa d’architecte en excellent état.

Ensoleillé et calme

Beau terrain avec grande piscine , terrasses , sous sol aménagé.

Triple séjour avec jardin d’hiver

3 chambres a l’étage bureaux

Au sous sol chambre personnel, gardien

Espace atelier avec baie vitrée pouvant servir d’atelier ou guest room

Chauffage centrale , cheminées

Juste exceptionnel !
A saisir !!!
Contact 212662170508",{'Type de bien\nVilla': 'Type de bien\nVilla'},"{'Terrasse': 'Terrasse', 'Piscine': 'Piscine', 'Cheminée': 'Cheminée', 'Chauffage central': 'Chauffage central'}"
980 000 DH,72 m²,1 Pièce,2 Chambres,1 Salle de bain,Hay Alamal à Casablanca,"Appartement à vendre à Hay Alamal. Surface de 72 m². Cuisine entièrement équipée
Agréable appartement à vendre. Prix 980 000 DH. 2 chambres à coucher, 1 salle de bains, 72 m². 1 Pièces. 4ème étage. Moins de 10 ans. Type de sol: Carrelage. Antenne parabolique.

Cet appartement est en vente à Hay Alamal, Casablanca. Cuisinière avec four. Ascenseur.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n5-10 ans': 'Etat du bien\n5-10 ans', 'Étage du bien\n4ème': 'Étage du bien\n4ème', 'Orientation\nNord': 'Orientation\nNord', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Ascenseur': 'Ascenseur', 'Façade extérieure': 'Façade extérieure', 'Antenne parabolique': 'Antenne parabolique', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}"
1 150 000 DH,67 m²,4 Pièces,2 Chambres,2 Salles de bains,Quartier Bachkou à Casablanca,"Superbe appartement à vendre proche gare oasis
joli appartement situé dans un quartier prisé Bachkou. proche de la gare Oasis (train et tram).
proche des commerces, carrefour et marjane, boulangerie, restaurant.
l'appartement est de superficie 67m avec un box de 15m.
rénové entièrement avec des matériaux de qualité.
bien agencé: salon/séjour, 2 chambres, 2 SdB, 2WC.
appartement situé en rez-de-jardin (surélevé et lumineux) avec 2 façades","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Jardin': 'Jardin', 'Chambre rangement': 'Chambre rangement', 'Meublé': 'Meublé', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée', 'Réfrigérateur': 'Réfrigérateur', 'Four': 'Four', 'Machine à laver': 'Machine à laver', 'Micro-ondes': 'Micro-ondes'}"
Prix à consulter,218 m²,,,,Ain Chock à Casablanca,"Lot de terrain Villa 218 m2 Casablanca Ain Chock
Lot de terrain villa titré, en bande, ensoleillé, de 218 m2, situé entre Bd tah et Bd Daouha à Ain chock, Casablanca.",{'Type de bien\nTerrain': 'Type de bien\nTerrain'},{}
720 000 DH,74 m²,4 Pièces,2 Chambres,1 Salle de bain,Sidi Maarouf à Casablanca,"Appart sidi maarouf
Je vends mon appartement à sidi maarouf ..74 M 3eme étage. Totalement ensoleillé très bon voisinage si vous êtes intéressé appelez moi directement annonce pour des acheteurs directs et sérieux","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Étage du bien\n3ème': 'Étage du bien\n3ème'}","{'Garage': 'Garage', 'Antenne parabolique': 'Antenne parabolique', 'Sécurité': 'Sécurité'}"
1 300 000 DH,80 m²,3 Pièces,2 Chambres,2 Salles de bains,Hermitage à Casablanca,"Appartement en vente à Hermitage. 3 pièces confortables. Avec ascenseur et terrasse
Agréable appartement à vendre. Prix 1 300 000 DH. 3 pièces, 2 salles de bains, 80 m². 2 chambres. 1er étage. Moins d'un an. Type de sol: Marbre. Dispose d'une terrasse. Résidence avec ascenseur.

Venez découvrir cet appartement à vendre à Hermitage. Cuisine bien équipée. Concierge.

Contactez-nous si vous êtes intéressé par cet appartement à Casablanca.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an"", 'Étage du bien\n1er': 'Étage du bien\n1er', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Cuisine équipée': 'Cuisine équipée'}"
